"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Access to electricity, rural (% of rural population)","average_value_Access to electricity, urban (% of urban population)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: natural resources depletion (% of GNI)","average_value_Alternative and nuclear energy (% of total energy use)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_Combustible renewables and waste (% of total energy)","average_value_Electric power consumption (kWh per capita)","average_value_Electric power transmission and distribution losses (% of output)","average_value_Electricity production from coal sources (% of total)","average_value_Electricity production from hydroelectric sources (% of total)","average_value_Electricity production from natural gas sources (% of total)","average_value_Electricity production from nuclear sources (% of total)","average_value_Electricity production from oil sources (% of total)","average_value_Electricity production from oil, gas and coal sources (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (% of total)","average_value_Electricity production from renewable sources, excluding hydroelectric (kWh)","average_value_Energy imports, net (% of energy use)","average_value_Energy intensity level of primary energy (MJ/$2011 PPP GDP)","average_value_Energy related methane emissions (% of total)","average_value_Energy use (kg of oil equivalent per capita)","average_value_Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","average_value_Firms using banks to finance investment (% of firms)","average_value_Fossil fuel energy consumption (% of total)","average_value_Fuel exports (% of merchandise exports)","average_value_Fuel imports (% of merchandise imports)","average_value_GDP per unit of energy use (PPP $ per kg of oil equivalent)","average_value_GDP per unit of energy use (constant 2017 PPP $ per kg of oil equivalent)","average_value_Investment in energy with private participation (current US$)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_Ores and metals exports (% of merchandise exports)","average_value_Ores and metals imports (% of merchandise imports)","average_value_Pump price for diesel fuel (US$ per liter)","average_value_Pump price for gasoline (US$ per liter)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Time required to get electricity (days)","average_value_Time to obtain an electrical connection (days)","average_value_Total natural resources rents (% of GDP)","average_value_Value lost due to electrical outages (% of sales for affected firms)"
"Kuwait","KWT","1987","","","","5.06421332126178","1415386787.30318","0","0","5.06487813700519","0","45.9450011652295","15159.378","0.0356102018357195","8635.75317342268","7.45080698651338","0","0","34.0481980986071","0","65.9518019013929","100","0","0","-321.404926237264","","90.8636887150835","8523.40328307157","","","99.9643897981643","0.235079666696909","1.47033532987628","","","","5971.22542670704","0","0.213915569708302","9.43533152215156","96.35818164","39.7018337347238","2.53793256731068","1.94815349472611","","","","","","","39.9167458532256",""
"Liberia","LBR","1967","","","","","","","","","","0","612.389","","","","","","","","","","","","","","","","","","","0.0138609835088571","6.53476048331782","","","","","","","","","","75.938022527576","0.607605588882691","","","","","","","",""
"Libya","LBY","1979","","","","","12896096464.0127","","0","","0","8.98718129313988","13080.189","2.38119768705636","1051.110786754","21.566265060241","0","0","0","0","100","100","0","0","-1989.59691455161","","91.5897147937634","1695.65353580106","","","97.6188213570404","99.5684979390095","0.659201874329198","","","","16925.1381658839","","","14.6008992252745","149.85830032","","","0.861535686558239","","","","","","","",""
"Lower middle income","LMC","1974","","","","4.28153293611845","","0.564936700843603","","5.08290467893836","1.68177003145971","5.9581589958159","366298.322047392","60.376804800994","111.326995012072","13.6061269411986","16.22620065483","26.0358713197726","3.92779097195978","0.967964022588571","12.6721563917796","32.8261480185693","0.0679209276638134","187000000","-118.782362236212","","21.0243448095717","317.912132957621","","","37.9089512951961","43.2037443529761","15.1874772432477","","","","277410.922319929","1.20287850812034","0.0196648716851796","6.54536877994362","27584.7809236752","12.9273513372823","7.85773837379079","3.9854966723928","","","","","","","15.3977477603888",""
"Lower middle income","LMC","1980","","","","7.04163000794427","","0.276812190226063","","7.64708810913805","2.41380986081196","8.32917827043987","528002.670156332","54.0628467690973","151.851744249036","14.9119569801771","14.6274651076732","25.2270317404678","6.29401427603808","0.677331118829685","12.4380368124752","33.3595161961865","0.634025233110304","2811000000","-47.8231460373444","","18.2040080202214","350.823355374727","","","43.5029295320947","","28.2256518937255","","","","271801.894058643","0.599259128022492","0.215252179100546","5.73681332805018","31876.0403977191","11.693712933136","","3.80778469976","","","","","","","13.9918936105743",""
"Morocco","MAR","2004","78.2","58.4416073848735","94.6","0.0040615334256914","2398508.08748566","0.105948811998031","62567275.9035632","0.110010345423722","1.01951204189706","0.234785392459094","24026.184","16.376279761752","612.282251126641","4.5749788195425","70.7088393109291","9.08218017509178","0.711663371928834","0","18.3733408641627","89.7938435470206","1.1239762778876","199000000","81.8993612529186","3.65367169722047","26.6147859922179","465.668694303036","89.6948418129246","","81.4904464612202","4.49350581169632","16.6095762594592","9.91387200100768","11.1489131346671","","3420","0.403156828887299","0.0019769779555763","5.26315789473684","410","0.0040218146222584","8.19270869376801","2.86494309496651","0.7","1.1","10.2061564529794","23.0006999969482","","","0.567307701544775",""
"Maldives","MDV","2005","91.0376510620117","86.8122720936197","99.3318786621094","0","0","0","0","0.0045814849823779","","0","601.388","","","","","","","","","","","","","3.40171876473187","0","703.996195291674","55.8384842280771","","0","0","15.5071085632201","12.6997054937552","17.9087955882795","","0","0","0","100","10","0","1.0353240813359","2.34134288671901","","","0","1.94920003414154","","","0.0048153164588957",""
"Mexico","MEX","1967","","","","","","","","","","22.0096862154572","56655.15","","","","","","","","","","","","","","","","","","","3.84978375173073","3.24795222963372","","","","","","","","","","18.2356966672414","3.70733678853477","","","","","","","",""
"Mexico","MEX","1985","","","","4.10235190728863","7639522792.31011","0.16040512870017","298711242.819317","4.2627570359888","3.37626108811352","18.9348585954878","204387.579","6.61450038629197","1077.43148294091","11.8497886846831","4.14242544817129","28.2151652345976","8.49132693114239","0","57.386357526159","70.0201099054727","1.76472485992967","1641000000","-77.5431351698564","","32.6785145220366","1429.45184168044","","","90.0173930361971","60.0866137311032","4.36779429967497","","","","32208.5321261807","0.327940264347317","0.183886204842161","4.14163297241761","1624.526542","8.43530631441916","3.84921639536098","4.17068232607481","","","","","","","9.07219879024217",""
"Mali","MLI","2005","18.3155632019043","4.04954799583491","48.5474166870117","0","0","0","0","2.13677659052664","","0","916.75","","","","","","","","","","","","","3.69089525126899","9.24479166666667","","","","","0.558612748270356","24.1484402186415","","","","1420","0","0","2.7455121436114","260","0","0.0401062590165369","0.413112100487133","","","50.5900865460267","82.3317031860352","","","2.76860845817804",""
"Malta","MLT","2007","100","100","100","0","0","0","0","","0.0898391673687727","0","2724.581","0","4873.08346692106","13.6759581881533","0","0","0","0","100","100","0","0","99.9101608326312","3.34403004114013","0","2156.55579705156","69.7496941259406","","99.9101608326312","2.27499377614329","11.7395589974763","11.6058951683935","14.3369804345578","","0","0","0","16.6666666666667","10","0","0.488217525161742","0.795027105589267","","","0","0.203400000929832","","","0",""
"Myanmar","MMR","1974","","","","","66092616.9820065","","4246788.30313912","","0.592729214192108","4.31372549019608","3556.99","82.7141921079454","22.4610423748622","20.5673758865248","2.12765957446809","67.1394799054374","6.02836879432624","0","24.7044917257683","32.8605200945626","0","0","4.56973499005","","4.56366743530514","275.455271457908","","","16.6930908120177","1.08209100686554","15.5127146505305","","","","2568.93403600762","","","1.46447220391716","316.352239388","","7.64085659518468","0.942573135772204","","","","","","","",""
"Middle East & North Africa (excluding high income)","MNA","1978","","","","14.0120727239825","","0.017153556252313","","14.1625753611024","2.13034750091509","13.5060174840252","198348.283355219","2.89801179263599","370.120027733569","9.88661074867971","1.98867875903804","32.1688059417417","18.0738525356294","0","47.017607342559","67.0801386372265","0","0","-644.423440330262","","66.5247247536488","536.94362751869","","","94.9664340297562","","","","","","117997.237317644","0.120801217421278","0.170082936388229","6.75068200009858","2689.9671575929","24.9534974456172","","","","","","","","","25.4337842938633",""
"Mozambique","MOZ","2003","8.1","0.981695113830069","25","0.0006605201407196","40541.968072533","0.0009746636950824","59823.7388559297","0.001635183835802","7.42218225264998","0.191989528795811","1613.48","77.4201174272765","374.474350834823","12.7257724397176","0","99.6607683139268","0.0275052718437701","0","0.311726414229394","0.339231686073164","0","0","4.11181513675249","25.4713316724251","12.8184713375796","417.075244100218","551.253497235646","","6.84604643559422","13.0197593239368","16.1954539653365","1.45467103677876","1.81404744825143","1200000000","1610","0.0017638143888082","0.0014485609963722","7.14285714285714","690","0","54.8763997123292","0.355888879281979","","","99.6607683139268","92.6359024047852","","","10.0968834503562",""
"Mauritania","MRT","2000","","","","0","0","0","0","0.742948287478159","","0","1114.768","","","","","","","","","","","","","3.85200942885274","3.17757009345794","","","","","","22.9390675378583","","","","170","0","0","1.12359550561798","30","0","45.7235524326876","0.274131131534236","0.4","0.67","0","44.4104995727539","","","1.24346102530131",""
"Malawi","MWI","1971","","","","","","0","0","","","0","348.365","","","","","","","","","","","","","","29.8407486478836","","","","","0.0566802775003726","9.31068375008457","","","","694.015243528423","0","","5.01668536651144","73.235093036","","0.220717208959321","1.28207268426462","","","","","","","4.84114888833716",""
"Namibia","NAM","1977","","","","","","","24081476.8878583","","","","","","","","","","","","","","","","","","1.38179666788496","","","","","","","","","","47.9375663615985","","","0.288564629974159","6.625737663","","","","","","","","","","",""
"New Caledonia","NCL","2009","100","100","100","","0","","0","","","","2159.863","","","","","","","","","","","","","","","","","","","0.0040061643914139","15.1001466239534","","","","","","","","","","16.7654022156353","0.812188804038247","","","22.5718964282059","6.95529985427856","","","",""
"Nicaragua","NIC","2019","88.2126693725586","71.4177237251802","100","0","0","0","0","0.662632576309849","","","","","","","","","","","","","","","","","","","","","","0.302230563340018","13.5517942723428","","","","","0","0","","","0","0.697279499253811","0.574418538730634","","","","","55","","1.2888590256484",""
"Netherlands","NLD","2003","100","100","100","0.339930610725195","1988424107.43703","0","0","0.339930610725195","1.82981238751687","48.3469189252611","69728.005","0.629347901947001","6695.7151244396","5.3399161312979","30.7194943089095","0.0743663368381912","56.8282757338511","4.15005474188684","2.57493441302237","90.122704455783","4.01784792084117","3890000000","27.5106466016705","4.97192505879575","9.04936014625229","5020.38193187406","105.013786024179","","94.3343519499004","5.65504410523909","10.2881388130951","6.79518371378495","9.52255925493204","","1980","0","0.464771367501262","4.49881610102605","570","0.0436745591618922","1.98321794163608","2.4282181832321","","","4.09221425767936","1.90610003471375","","","0.51095281300712",""
"Nauru","NRU","1992","99.0834197998047","","95.8057403564453","","0","","0","","","0","121.011","","","","","","","","","","","","","","","","","","","","","","","","0","","","","0","","","","","","0","0","","","",""
"Panama","PAN","1999","79.8859558105469","52.6144851966948","96.9936904907227","0","0","0.0146317282656108","1679056.73441468","0.0146317282656108","8.27614052035668","0","5133.8","17.5449678547559","1219.37387524287","19.5633187772926","0","68.2314410480349","0","0","31.1353711790393","31.1353711790393","0.633187772925764","29000000","71.2061021747574","3.50182550831659","8.87728459530026","853.576858081103","59.2540088275621","","71.4129515465401","9.03722733731366","11.5994116795087","9.52109468007006","16.8764952749467","","340","0.0187911013694576","0","5.40540540540541","60","0","1.66954199205821","1.25035848828229","","","68.8646288209607","34.2160202038802","","","0.138366747024726",""
"Philippines","PHL","2002","76.8155136108398","65.1450359371464","90.5349578857422","0.0568747421302916","52520934.1251161","0.0283286052325252","26160027.3433406","0.332060292898074","3.05023041723979","4.47943103921031","47076.946","16.6996521179009","522.299074568188","12.3176594383808","33.2762498194648","14.5109043266553","18.0968494026864","0","12.9840922689665","64.3571914911177","21.1319041822271","10242000000","48.206693529935","4.62542723532896","8.08219178082192","477.041270439006","104.551001139123","","55.872919631993","1.18455225576668","8.31781736328888","7.66803751326693","9.5647099416038","126000000","4720","0.0450918827463374","0.0623611158875463","8.57908847184987","960","0.0648306586132794","1.44923205289897","2.01046424381888","0.27","0.35","35.6428085088823","32.8302993774414","","","0.481002029347021",""
"Poland","POL","2008","100","100","100","0.347778093972018","1822684123.82171","0.0925306876295586","484947782.025259","0.440308781601577","0.281600792882125","9.33400882200312","64033.154","4.70438192261643","3725.74877788007","8.13715984745653","90.8874668735053","1.39098959343287","3.02436817271023","0","1.76200633443216","95.6738413806477","2.88022752246138","4456000000","27.3450514172981","5.33784644755746","45.9074733096085","2564.77564158133","114.269825305102","","94.1138888361082","4.24572101143936","11.337308456858","7.13643432316464","8.75121666922995","","23220","0.219832517675963","0.103486015692177","9.89733059548255","2410","0.0522224288056444","3.92762573177697","3.28703887238295","1.4","1.43","4.27121711589425","8.0113000869751","","","2.0490707418454",""
"Korea, Dem. People's Rep.","PRK","2011","31.4531230926514","35.2194132153921","29","","1272297413.20155","","183067311.553352","","6.05789492370633","0","2643.907","6.16950163315758","656.010328859526","15.8119213564964","28.1389784666597","68.6570269426818","0","0","3.20399459065848","31.3429730573182","0","0","-43.8449393617516","","","567.345705851875","","","63.5599156271567","","","","","","12960","","","","350","","","","","","68.6570269426818","18.0704002380371","","","",""
"Korea, Dem. People's Rep.","PRK","2015","40.316162109375","48.7286933346802","35","","278915240.315823","","54953706.0658976","","","0","2988.605","","","","21.2855790929606","72.7960981291403","0","","5.9183227778991","27.2039018708597","0","0","","","","","","","","","","","","","13700","","","","300","","","","","","72.7960981291403","23.1072006225586","","","",""
"Portugal","PRT","1975","","","","0.0003375579732515","65498.001771008","0.00147268547011","285752.265307999","0.0018102434433616","7.17106887509467","0","17997.636","8.3590966789545","1075.82693955113","10.6999345855528","2.77544154751892","59.9009438370246","0","0","35.118213251098","37.893654798617","2.20540136435847","236000000","82.7370884726687","","4.91554411510068","845.362441400258","","","84.2460751386902","2.04010655248944","15.2336343619998","","","","333.663693652153","0.0026617198937985","0","5.10686154888661","235.96350817","0","1.7450552427544","2.9074338921499","","","","","","","0.464422695658124",""
"Portugal","PRT","1990","100","100","100","0.0000053365128687","4198.1903967288","0.0595422820295224","46841419.2503113","0.0595476185423911","3.96055859178494","0","28334.909","14.159908849159","2541.86575911695","11.1565873967963","32.1219391715475","32.2630724719498","0","0","33.162797262014","65.2847364335615","2.45219109448874","695000000","79.779212883968","3.47007878742011","5.65529622980251","1680.96239108472","71.3576708317297","","80.4466774969022","3.64115885697443","10.7577368589457","6.9909278330015","14.0139103244853","","630","0.107605594947095","0","11.3022113022113","460","0","2.90437679922873","2.21222862095295","","","34.7152635664385","26.94447492732","","","0.353535880720682",""
"Pacific island small states","PSS","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6","","","","","","","","","","","","","","","","","","","","12","","4.3"
"Qatar","QAT","1979","","","","","","0","0","","0","58.3503575076609","1404.461","0","8709.76546507321","10.0654252642174","0","0","94.4640161046804","0","5.53598389531958","100","0","0","-877.020696413545","","97.348623510338","13727.1655001657","","","","92.0283575463031","0.661804940321548","","","","4992.55336131474","0","","7.9219748801938","37.306734488","","","2.94461746310233","","","","","","","",""
"Saudi Arabia","SAU","2005","100","100","100","16.9504818503422","56135588763.0522","0.0127435254073855","42203242.832655","16.9632253757496","0","41.220369938829","256899.019","0.0042807526483607","6615.04208799272","10.548817878313","0","0","56.4925847698213","0","30.0810792396266","86.5736640094479","0","0","-365.873214012834","5.34321706246216","38.4127789046653","5145.60138225387","116.12853595009","","99.9957184313485","91.041350268177","0.21917085243042","9.16532885784336","8.61114791311741","","15150","0.0178814080304799","0.816888643078553","10.515873015873","530","51.4906863644401","0.136856334587532","4.203734564108","","","0","0.0083999997004867","","","52.3262042423606",""
"Senegal","SEN","2005","47.1","23.2679270140633","80.4","0.0001910764110088","20890.8840873943","0.0432515954179975","4728810.12209758","0.0434426718290063","0.561642370384805","0.452716049382716","4107.04","24.4814594103555","160.232668294121","30.1493710691824","0","10.4952830188679","2.55503144654088","0","79.2452830188679","81.8003144654088","2.16194968553459","55000000","54.652735588441","4.9061381021133","6.08108108108108","251.723808653881","91.2587213856592","","55.1646554293378","21.0595789242314","22.9060549045417","9.45310001292167","10.9578567923826","52910000","540","0.073553153620914","0.0056435504948047","30.7098765432099","1990","0","2.80799127270505","2.1714196513479","","","12.6572327044025","41.2286987304688","","","1.97848438576125",""
"South Sudan","SSD","1994","","","","","","","0","","","","","","","","","","","","","","","","","","0.0524109014675052","","","","","","","","","","10","","","0","0","","","","","","0","","","","",""
"Slovenia","SVN","1992","100","100","100","","2028664.27733001","","260477.38709776","","23.9723513165698","10.9752766952455","4745.098","5.15335327020207","4943.1554652196","5.36292935839274","37.5810110174984","27.7300712896954","0.016202203499676","32.1694750486066","2.50324044069994","40.100453661698","0","0","42.8587958027917","6.71021495531184","22.8346456692913","2584.33517088422","","","72.0998445621965","2.58811447897112","10.7553293888956","","","","580","0.003394121730105","0.0019413425511524","13.8297872340426","130","0.0007822790633366","3.02390578945593","4.60533691603083","","","27.7300712896954","13.9008440270148","","","0.308589825822215",""
"Togo","TGO","1998","15.3","3.10279958670469","41.2","0","0","0","0","9.55515698933047","1.30951714065804","0","916.75","45.079303649957","106.423144033256","9.96677740863787","0","57.1428571428571","0","0","42.8571428571429","42.8571428571429","0","0","16.035639077587","12.4088866873314","36.0655737704918","399.37907600102","224.652446175759","","15.0036970894609","0.0041545907718029","32.3001739616874","2.45453613034245","4.45132032623246","","880","0","0","6.2992125984252","80","0","40.1651181127779","1.77670476933236","0.37","0.42","57.1428571428571","77.7486921114639","","","10.3801458108803",""
"Thailand","THA","1993","","","","0.219200886963249","277777939.986438","0.0032509309293233","4119677.20156638","0.405715388463503","0.551998534321001","13.6844052105522","75059.823","17.4095332525581","1008.52324273674","8.15051965871276","21.2973331020234","5.83847209298658","44.0850379295661","0","28.7775797624868","94.1599507940764","0.0015771129370574","1000000","41.0005186666383","4.48538969073223","10.2411628675256","877.755498140116","100.365934181217","","71.7337872149757","1.05736082258548","7.42777699382109","6.54748673976604","9.9635400014754","171300000","6200","0.0062598794064519","0.107692872900345","3.20394331484904","520","0.167522666613069","0.527760392929132","3.21362184644565","","","5.84004920592364","26.4259104453587","","","0.549160722555291",""
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1995","88.5067971320368","63.5243714405795","97.6468944418407","0.990976267316258","","0.270770891259017","","1.28357661838285","7.76916720241781","20.2371980892671","716209.104","13.9024467316077","1356.4718839014","16.0422197311208","4.47680878546552","65.0219741222695","11.0434232909289","2.39297621443865","14.2561810174806","29.776413093875","2.50951898769565","18906000000","-41.6975098126594","","14.3732659226833","1083.25501880443","90.9056352710945","","72.3323194477083","13.1594900144518","6.24144076438563","6.93577625286162","11.0004181480922","5527680000","116560","0.469998379409935","0.0576361773172479","3.81481346146819","10440","1.75868413082893","10.0688236042143","2.46166876626906","0.28","0.4","67.6267018370351","30.2010665884393","","","2.73588748932488",""
"Middle East & North Africa (IDA & IBRD countries)","TMN","1991","","","","7.39764467555051","","0.0142244316320724","","7.59045208858369","0.880282168238238","22.1348773034035","373080.58","1.64347489445667","741.194127206093","11.9547490227549","0.988094868687956","11.7619502274813","41.9842027032669","0","45.1843884926405","88.1566860645954","0.0005173271563811","1000000","-161.507435710041","","60.0479830839297","841.427503389169","121.877268510148","","96.7839261303008","","","6.35238255201938","8.20497548250139","","147670","0.0315605253774666","0.433861333570251","12.6249788171496","7450","12.0663803115847","","","","","11.7610241820768","3.86728978399705","","","12.7667453589995",""
"Tonga","TON","1975","","","","","","","0","","","0","33.003","","","","","","","","","","","","","","1.94138152623864","","","","","0","5.76355418000488","","","","0.796676971396445","0","","1.58237305677368","0.18389789","","0","0.794866525664114","","","","","","","0.0403340343939675",""
"Trinidad and Tobago","TTO","2018","100","100","100","8.97789469575303","2077363782.92484","0","0","8.97789469575303","","","","","","","","","","","","","","","","","","","","","","","","","","","80","0","6.20312622612575","","30","3.99266623591382","","","","","","0.454600006341934","61","","10.2645014193786",""
"Uganda","UGA","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.37578864822578","11.8207207970226","","","","","","","","","","0.252231889793945","1.68458080619604","","","","","","","",""
"World","WLD","1992","","","","0.625508660508578","","0.0558766453214317","","0.714809302091054","8.39145405428386","19.4640291944336","8389934.4547132","9.22460197885708","2134.30924533162","8.06813795935294","37.4090576237264","17.9145353672253","14.6074729826814","17.3039372429975","9.72376311461259","61.7402937210204","1.13068206282009","138821000000","-3.05010490385578","7.81975854571825","34.1558462534671","1621.33722712066","162.335658176653","","80.0824406846349","9.10904143355099","9.68766596495053","3.78388766223137","6.1600760500309","","2326160","0.123084297898668","0.140361761107658","10.1686940456355","235570","0.934478187387246","4.28223940348601","3.57844163231215","","","19.158396961621","17.5843343506126","","","1.51586079617762",""
